instance,optimum
XML100_2245_20,6199
XML100_2245_21,6663
XML100_2245_22,7283
XML100_2245_23,6582
XML100_2245_24,5859
XML100_2245_25,7235
XML100_2245_26,7036
XML100_2246_01,5797
XML100_2246_02,5434
XML100_2246_03,5835
XML100_2246_04,6730
XML100_2246_05,4931
XML100_2246_06,5688
XML100_2246_07,5770
XML100_2246_08,6265
XML100_2246_09,6499
XML100_2246_10,5988
XML100_2246_11,6369
XML100_2246_12,6459
XML100_2246_13,5971
XML100_2246_14,7129
XML100_2246_15,6323
XML100_2246_16,5759
XML100_2246_17,5540
XML100_2246_18,6339
XML100_2246_19,4833
XML100_2246_20,5971
XML100_2246_21,6122
XML100_2246_22,5818
XML100_2246_23,5026
XML100_2246_24,5367
XML100_2246_25,6787
XML100_2246_26,6314
XML100_2251_01,15579
XML100_2251_02,18724
XML100_2251_03,17931
XML100_2251_04,15552
XML100_2251_05,20864
XML100_2251_06,15430
XML100_2251_07,19660
XML100_2251_08,19135
XML100_2251_09,20756
XML100_2251_10,21660
XML100_2251_11,13311
XML100_2251_12,20936
XML100_2251_13,32540
XML100_2251_14,18804
XML100_2251_15,25519
XML100_2251_16,23701
XML100_2251_17,14975
XML100_2251_18,19737
XML100_2251_19,18217
XML100_2251_20,29340
XML100_2251_21,22395
XML100_2251_22,13629
XML100_2251_23,19973
XML100_2251_24,17863
XML100_2251_25,19442
XML100_2251_26,23849
XML100_2252_01,16503
XML100_2252_02,15272
XML100_2252_03,16703
XML100_2252_04,19660
XML100_2252_05,15101
XML100_2252_06,15903
XML100_2252_07,16439
XML100_2252_08,13726
XML100_2252_09,15991
XML100_2252_10,12268
XML100_2252_11,12216
XML100_2252_12,11705
XML100_2252_13,10911
XML100_2252_14,19773
XML100_2252_15,17626
XML100_2252_16,19297
XML100_2252_17,13609
XML100_2252_18,17141
XML100_2252_19,14770
XML100_2252_20,10841
XML100_2252_21,15995
XML100_2252_22,11054
XML100_2252_23,12566
XML100_2252_24,10951
XML100_2252_25,14394
XML100_2252_26,10573
XML100_2253_01,11119
XML100_2253_02,10803
XML100_2253_03,10136
XML100_2253_04,11361
XML100_2253_05,11175
XML100_2253_06,10601
XML100_2253_07,7472
XML100_2253_08,12090
XML100_2253_09,8913
XML100_2253_10,8183
XML100_2253_11,11434
XML100_2253_12,9159
XML100_2253_13,10116
XML100_2253_14,13560
XML100_2253_15,9776
XML100_2253_16,12335
XML100_2253_17,11132
XML100_2253_18,10753
XML100_2253_19,8340
XML100_2253_20,9427
XML100_2253_21,8448
XML100_2253_22,9710
XML100_2253_23,9735
XML100_2253_24,8803
XML100_2253_25,10679
XML100_2253_26,8386
XML100_2254_01,9899
XML100_2254_02,8345
XML100_2254_03,8160
XML100_2254_04,8430
XML100_2254_05,9452
XML100_2254_06,9387
XML100_2254_07,6985
XML100_2254_08,10293
XML100_2254_09,11633
XML100_2254_10,8396
XML100_2254_11,9700
XML100_2254_12,7574
XML100_2254_13,7357
XML100_2254_14,8468
XML100_2254_15,7947
XML100_2254_16,9767
XML100_2254_17,9449
XML100_2254_18,9802
XML100_2254_19,8518
XML100_2254_20,10267
XML100_2254_21,8969
XML100_2254_22,9209
XML100_2254_23,9158
XML100_2254_24,8369
XML100_2254_25,9340
XML100_2254_26,7926
XML100_2255_01,6197
XML100_2255_02,8743
XML100_2255_03,6041
XML100_2255_04,6388
XML100_2255_05,8387
XML100_2255_06,6247
XML100_2255_07,6505
XML100_2255_08,8682
XML100_2255_09,6929
XML100_2255_10,7333
XML100_2255_11,8677
XML100_2255_12,8364
XML100_2255_13,5963
XML100_2255_14,6439
XML100_2255_15,6813
XML100_2255_16,8217
XML100_2255_17,6823
XML100_2255_18,7722
XML100_2255_19,7364
XML100_2255_20,6483
XML100_2255_21,7760
XML100_2255_22,7401
XML100_2255_23,7793
XML100_2255_24,6260
XML100_2255_25,7961
XML100_2255_26,7262
XML100_2256_01,7495
XML100_2256_02,5750
XML100_2256_03,4786
XML100_2256_04,5467
XML100_2256_05,6413
XML100_2256_06,5000
XML100_2256_07,6485
XML100_2256_08,6827
XML100_2256_09,6270
XML100_2256_10,6699
XML100_2256_11,6318
XML100_2256_12,5448
XML100_2256_13,7045
XML100_2256_14,5827
XML100_2256_15,5934
XML100_2256_16,5957
XML100_2256_17,6044
XML100_2256_18,5709
XML100_2256_19,6340
XML100_2256_20,6179
XML100_2256_21,6319
XML100_2256_22,5694
XML100_2256_23,5510
XML100_2256_24,5008
XML100_2256_25,5026
XML100_2256_26,5656
XML100_2261_01,13643
XML100_2261_02,17999
XML100_2261_03,21352
XML100_2261_04,18404
XML100_2261_05,23696
XML100_2261_06,22343
XML100_2261_07,20507
XML100_2261_08,18338
XML100_2261_09,27877
XML100_2261_10,28348
XML100_2261_11,20564
XML100_2261_12,15341
XML100_2261_13,24689
XML100_2261_14,17793
XML100_2261_15,29755
XML100_2261_16,19893
XML100_2261_17,24900
XML100_2261_18,22777
XML100_2261_19,21523
XML100_2261_20,25168
XML100_2261_21,22453
XML100_2261_22,23720
XML100_2261_23,17391
XML100_2261_24,26965
XML100_2261_25,18126
XML100_2261_26,27615
XML100_2262_01,12200
XML100_2262_02,17591
XML100_2262_03,14592
XML100_2262_04,13705
XML100_2262_05,15373
XML100_2262_06,14523
XML100_2262_07,15018
XML100_2262_08,15893
XML100_2262_09,14742
XML100_2262_10,18826
XML100_2262_11,12680
XML100_2262_12,13647
XML100_2262_13,11303
XML100_2262_14,12125
XML100_2262_15,15787
XML100_2262_16,14076
XML100_2262_17,13972
XML100_2262_18,18089
XML100_2262_19,16115
XML100_2262_20,14021
XML100_2262_21,16299
XML100_2262_22,15011
XML100_2262_23,13362
XML100_2262_24,16735
XML100_2262_25,20615
XML100_2262_26,8358
XML100_2263_01,8439
XML100_2263_02,13143
XML100_2263_03,12662
XML100_2263_04,10065
XML100_2263_05,10471
XML100_2263_06,11147
XML100_2263_07,9951
XML100_2263_08,9336
XML100_2263_09,11293
XML100_2263_10,10746
XML100_2263_11,9467
XML100_2263_12,10460
XML100_2263_13,12491
XML100_2263_14,8950
XML100_2263_15,10389
XML100_2263_16,13879
XML100_2263_17,9077
XML100_2263_18,7511
XML100_2263_19,14669
XML100_2263_20,13745
XML100_2263_21,9266
XML100_2263_22,12845
XML100_2263_23,12982
XML100_2263_24,9140
XML100_2263_25,12255
XML100_2263_26,10038
XML100_2264_01,8854
XML100_2264_02,8820
XML100_2264_03,6717
XML100_2264_04,8293
XML100_2264_05,8376
XML100_2264_06,7723
XML100_2264_07,8345
XML100_2264_08,9094
XML100_2264_09,6779
XML100_2264_10,8830
XML100_2264_11,9622
XML100_2264_12,8298
XML100_2264_13,7422
XML100_2264_14,7824
XML100_2264_15,6208
XML100_2264_16,9916
XML100_2264_17,8926
XML100_2264_18,9896
XML100_2264_19,12281
XML100_2264_20,8902
XML100_2264_21,8014
XML100_2264_22,8705
XML100_2264_23,10382
XML100_2264_24,9815
XML100_2264_25,5793
XML100_2264_26,6978
XML100_2265_01,6980
XML100_2265_02,7001
XML100_2265_03,8740
XML100_2265_04,7011
XML100_2265_05,7922
XML100_2265_06,6906
XML100_2265_07,7726
XML100_2265_08,6601
XML100_2265_09,7381
XML100_2265_10,7647
XML100_2265_11,6922
XML100_2265_12,7400
XML100_2265_13,7643
XML100_2265_14,6808
XML100_2265_15,6974
XML100_2265_16,7066
XML100_2265_17,6556
XML100_2265_18,5958
XML100_2265_19,5969
XML100_2265_20,7472
XML100_2265_21,5862
XML100_2265_22,7248
XML100_2265_23,7255
XML100_2265_24,6614
XML100_2265_25,5388
XML100_2265_26,8220
XML100_2266_01,5536
XML100_2266_02,5935
XML100_2266_03,5976
XML100_2266_04,4651
XML100_2266_05,6092
XML100_2266_06,5172
XML100_2266_07,4393
XML100_2266_08,5757
XML100_2266_09,4306
XML100_2266_10,5637
XML100_2266_11,7173
XML100_2266_12,6363
XML100_2266_13,4832
XML100_2266_14,5747
XML100_2266_15,5968
XML100_2266_16,6665
XML100_2266_17,6157
XML100_2266_18,6107
XML100_2266_19,6154
XML100_2266_20,5028
XML100_2266_21,6071
XML100_2266_22,5048
XML100_2266_23,5216
XML100_2266_24,6411
XML100_2266_25,5814
XML100_2266_26,5176
XML100_2271_01,20100
XML100_2271_02,27392
XML100_2271_03,15633
XML100_2271_04,25487
XML100_2271_05,20359
XML100_2271_06,19989
XML100_2271_07,24562
XML100_2271_08,17676
XML100_2271_09,22146
XML100_2271_10,25312
XML100_2271_11,18065
XML100_2271_12,26339
XML100_2271_13,31195
XML100_2271_14,20104
XML100_2271_15,22623
XML100_2271_16,28862
XML100_2271_17,28223
XML100_2271_18,26318
XML100_2271_19,10291
XML100_2271_20,23742
XML100_2271_21,19126
XML100_2271_22,22729
XML100_2271_23,22695
XML100_2271_24,21401
XML100_2271_25,23577
XML100_2271_26,23588
XML100_2272_01,21492
XML100_2272_02,9467
XML100_2272_03,17055
XML100_2272_04,13215
XML100_2272_05,13277
XML100_2272_06,20096
XML100_2272_07,11935
XML100_2272_08,10025
XML100_2272_09,15281
XML100_2272_10,14487
XML100_2272_11,15331
XML100_2272_12,10928
XML100_2272_13,16482
XML100_2272_14,8453
XML100_2272_15,19185
XML100_2272_16,14350
XML100_2272_17,18722
XML100_2272_18,14816
XML100_2272_19,14741
XML100_2272_20,14486
XML100_2272_21,17906
XML100_2272_22,16118
XML100_2272_23,17389
XML100_2272_24,13199
XML100_2272_25,16468
XML100_2272_26,14058
XML100_2273_01,12553
XML100_2273_02,9568
XML100_2273_03,9731
XML100_2273_04,14432
XML100_2273_05,10641
XML100_2273_06,11436
XML100_2273_07,14060
XML100_2273_08,8871
XML100_2273_09,10637
XML100_2273_10,12036
XML100_2273_11,10559
XML100_2273_12,13030
XML100_2273_13,9569
XML100_2273_14,11060
XML100_2273_15,13657
XML100_2273_16,15106
XML100_2273_17,10616
XML100_2273_18,9283
XML100_2273_19,12089
XML100_2273_20,10980
XML100_2273_21,10972
XML100_2273_22,12904
XML100_2273_23,10397
XML100_2273_24,9134
XML100_2273_25,10474
XML100_2273_26,10771
XML100_2274_01,9681
XML100_2274_02,6410
XML100_2274_03,10133
XML100_2274_04,8106
XML100_2274_05,7410
XML100_2274_06,8696
XML100_2274_07,9087
XML100_2274_08,8345
XML100_2274_09,9562
XML100_2274_10,10310
XML100_2274_11,8781
XML100_2274_12,9212
XML100_2274_13,10682
XML100_2274_14,7432
XML100_2274_15,8358
XML100_2274_16,7308
XML100_2274_17,8871
XML100_2274_18,8308
XML100_2274_19,7469
XML100_2274_20,7279
XML100_2274_21,8020
XML100_2274_22,6478
XML100_2274_23,7857
XML100_2274_24,7954
XML100_2274_25,7750
XML100_2274_26,6332
XML100_2275_01,7929
XML100_2275_02,8469
XML100_2275_03,8061
XML100_2275_04,8435
XML100_2275_05,6526
XML100_2275_06,7267
XML100_2275_07,7731
XML100_2275_08,6774
XML100_2275_09,8249
XML100_2275_10,7613
XML100_2275_11,7233
XML100_2275_12,7001
XML100_2275_13,6651
XML100_2275_14,6652
XML100_2275_15,8315
XML100_2275_16,7395
XML100_2275_17,7256
XML100_2275_18,6823
XML100_2275_19,6950
XML100_2275_20,8295
XML100_2275_21,6937
XML100_2275_22,5383
XML100_2275_23,7412
XML100_2275_24,7554
XML100_2275_25,6003
XML100_2275_26,7828
XML100_2276_01,6464
XML100_2276_02,6345
XML100_2276_03,5122
XML100_2276_04,6459
XML100_2276_05,5921
XML100_2276_06,6992
XML100_2276_07,5821
XML100_2276_08,4707
XML100_2276_09,5388
XML100_2276_10,6054
XML100_2276_11,5834
XML100_2276_12,7031
XML100_2276_13,6185
XML100_2276_14,6052
XML100_2276_15,6607
XML100_2276_16,6095
XML100_2276_17,5729
XML100_2276_18,6567
XML100_2276_19,6005
XML100_2276_20,6044
XML100_2276_21,6569
XML100_2276_22,5899
XML100_2276_23,5423
XML100_2276_24,5592
XML100_2276_25,4797
XML100_2276_26,5755
XML100_2311_01,22762
XML100_2311_02,25940
XML100_2311_03,21084
XML100_2311_04,27701
XML100_2311_05,27823
XML100_2311_06,33761
XML100_2311_07,24243
XML100_2311_08,25638
XML100_2311_09,30663
XML100_2311_10,27206
XML100_2311_11,31688
XML100_2311_12,27520
XML100_2311_13,21254
XML100_2311_14,33022
XML100_2311_15,29879
XML100_2311_16,28676
XML100_2311_17,22103
XML100_2311_18,21321
XML100_2311_19,21625
XML100_2311_20,22926
XML100_2311_21,24540
XML100_2311_22,24266
XML100_2311_23,30398
XML100_2311_24,31640
XML100_2311_25,24979
XML100_2311_26,27002
XML100_2312_01,16728
XML100_2312_02,15525
XML100_2312_03,16981
XML100_2312_04,14486
XML100_2312_05,19194
XML100_2312_06,13953
XML100_2312_07,17616
XML100_2312_08,15215
XML100_2312_09,14816
XML100_2312_10,18641
XML100_2312_11,19019
XML100_2312_12,20348
XML100_2312_13,16241
XML100_2312_14,17564
XML100_2312_15,19460
XML100_2312_16,18540
XML100_2312_17,18328
XML100_2312_18,17881
XML100_2312_19,18462
XML100_2312_20,17970
XML100_2312_21,17925
XML100_2312_22,20060
XML100_2312_23,15502
XML100_2312_24,17074
XML100_2312_25,21399
XML100_2312_26,17403
XML100_2313_01,12693
XML100_2313_02,12410
XML100_2313_03,12296
XML100_2313_04,11040
XML100_2313_05,13143
XML100_2313_06,12218
XML100_2313_07,13833
XML100_2313_08,13581
XML100_2313_09,11967
XML100_2313_10,12556
XML100_2313_11,12566
XML100_2313_12,11197
XML100_2313_13,11223
XML100_2313_14,13261
XML100_2313_15,12621
XML100_2313_16,12671
XML100_2313_17,12047
XML100_2313_18,11449
XML100_2313_19,13713
XML100_2313_20,11683
XML100_2313_21,10473
XML100_2313_22,14780
XML100_2313_23,12154
XML100_2313_24,12550
XML100_2313_25,14242
XML100_2313_26,11771
XML100_2314_01,9592
XML100_2314_02,9501
XML100_2314_03,10343
XML100_2314_04,10059
XML100_2314_05,10741
XML100_2314_06,11195
XML100_2314_07,11018
XML100_2314_08,10177
XML100_2314_09,9328
XML100_2314_10,10593
XML100_2314_11,10132
XML100_2314_12,10413
XML100_2314_13,11524
XML100_2314_14,11433
XML100_2314_15,10851
XML100_2314_16,11034
XML100_2314_17,10678
XML100_2314_18,11408
XML100_2314_19,10768
XML100_2314_20,10950
XML100_2314_21,10670
XML100_2314_22,11365
XML100_2314_23,10616
XML100_2314_24,10916
XML100_2314_25,10220
XML100_2314_26,9699
XML100_2315_01,9837
XML100_2315_02,8237
XML100_2315_03,8368
XML100_2315_04,9149
XML100_2315_05,9025
XML100_2315_06,7901
XML100_2315_07,8794
XML100_2315_08,9782
XML100_2315_09,7807
XML100_2315_10,8279
XML100_2315_11,9575
XML100_2315_12,8948
XML100_2315_13,9629
XML100_2315_14,10507
XML100_2315_15,9937
XML100_2315_16,8881
XML100_2315_17,8324
XML100_2315_18,9561
XML100_2315_19,9272
XML100_2315_20,8755
XML100_2315_21,9253
XML100_2315_22,9417
XML100_2315_23,9468
XML100_2315_24,9904
XML100_2315_25,9401
XML100_2315_26,9385
XML100_2316_01,7888
XML100_2316_02,8430
XML100_2316_03,8043
XML100_2316_04,8308
XML100_2316_05,7844
XML100_2316_06,8211
XML100_2316_07,7793
XML100_2316_08,8279
XML100_2316_09,8090
XML100_2316_10,7373
XML100_2316_11,8294
XML100_2316_12,8118
XML100_2316_13,8369
XML100_2316_14,7551
XML100_2316_15,8222
XML100_2316_16,7267
XML100_2316_17,7688
XML100_2316_18,7583
XML100_2316_19,8218
XML100_2316_20,8122
XML100_2316_21,8421
XML100_2316_22,7277
XML100_2316_23,7769
XML100_2316_24,7793
XML100_2316_25,8066
XML100_2316_26,7718
XML100_2321_01,23949
XML100_2321_02,17731
XML100_2321_03,23241
XML100_2321_04,23790
XML100_2321_05,26098
XML100_2321_06,17515
XML100_2321_07,22131
XML100_2321_08,33911
XML100_2321_09,20472
XML100_2321_10,22851
XML100_2321_11,22699
XML100_2321_12,24894
XML100_2321_13,22236
XML100_2321_14,24791
XML100_2321_15,23957
XML100_2321_16,21163
XML100_2321_17,29025
XML100_2321_18,20305
XML100_2321_19,25814
XML100_2321_20,27463
XML100_2321_21,19349
XML100_2321_22,23288
XML100_2321_23,18163
XML100_2321_24,31118
XML100_2321_25,19988
XML100_2321_26,27803
XML100_2322_01,16530
XML100_2322_02,12517
XML100_2322_03,17033
XML100_2322_04,14728
XML100_2322_05,14925
XML100_2322_06,18225
XML100_2322_07,15970
XML100_2322_08,15130
XML100_2322_09,19329
XML100_2322_10,15375
XML100_2322_11,13805
XML100_2322_12,15194
XML100_2322_13,16929
XML100_2322_14,15109
XML100_2322_15,14507
XML100_2322_16,16354
XML100_2322_17,13642
XML100_2322_18,15071
XML100_2322_19,16855
XML100_2322_20,16685
XML100_2322_21,16250
XML100_2322_22,14946
XML100_2322_23,14941
XML100_2322_24,18527
XML100_2322_25,18498
XML100_2322_26,18016
XML100_2323_01,13588
XML100_2323_02,10962
XML100_2323_03,11377
XML100_2323_04,10970
XML100_2323_05,11596
XML100_2323_06,11538
XML100_2323_07,11479
XML100_2323_08,13073
XML100_2323_09,11251
XML100_2323_10,14323
XML100_2323_11,13612
XML100_2323_12,10842
XML100_2323_13,11302
XML100_2323_14,10803
XML100_2323_15,13221
XML100_2323_16,13578
XML100_2323_17,13149
XML100_2323_18,13564
XML100_2323_19,12785
XML100_2323_20,12726
XML100_2323_21,12843
XML100_2323_22,11392
XML100_2323_23,11050
XML100_2323_24,12770
XML100_2323_25,11150
XML100_2323_26,12629
XML100_2324_01,9942
XML100_2324_02,10945
XML100_2324_03,10878
XML100_2324_04,10728
XML100_2324_05,10722
XML100_2324_06,9755
XML100_2324_07,10253
XML100_2324_08,11243
XML100_2324_09,10717
XML100_2324_10,10041
XML100_2324_11,9953
XML100_2324_12,9930
XML100_2324_13,10386
XML100_2324_14,9910
XML100_2324_15,10460
XML100_2324_16,10985
XML100_2324_17,10522
XML100_2324_18,11752
XML100_2324_19,9938
XML100_2324_20,11966
XML100_2324_21,10686
XML100_2324_22,9840
XML100_2324_23,10814
XML100_2324_24,10349
XML100_2324_25,10803
XML100_2324_26,10229
XML100_2325_01,8652
XML100_2325_02,8889
XML100_2325_03,9157
XML100_2325_04,8266
XML100_2325_05,9261
XML100_2325_06,8163
XML100_2325_07,8931
XML100_2325_08,8842
XML100_2325_09,9045
XML100_2325_10,9741
XML100_2325_11,8976
XML100_2325_12,9291
XML100_2325_13,9169
XML100_2325_14,8554
XML100_2325_15,10223
XML100_2325_16,9964
XML100_2325_17,9601
XML100_2325_18,8453
XML100_2325_19,8402
XML100_2325_20,8140
XML100_2325_21,9432
XML100_2325_22,8966
XML100_2325_23,8601
XML100_2325_24,9059
XML100_2325_25,9300
XML100_2325_26,8715
XML100_2326_01,8588
XML100_2326_02,7614
XML100_2326_03,8111
XML100_2326_04,7402
XML100_2326_05,7233
XML100_2326_06,8227
XML100_2326_07,7730
XML100_2326_08,8288
XML100_2326_09,7759
XML100_2326_10,7216
XML100_2326_11,7667
XML100_2326_12,7944
XML100_2326_13,7635
XML100_2326_14,7888
XML100_2326_15,7715
XML100_2326_16,8105
XML100_2326_17,7650
XML100_2326_18,8303
XML100_2326_19,8200
XML100_2326_20,7959
XML100_2326_21,7936
XML100_2326_22,7860
XML100_2326_23,8051
XML100_2326_24,7007
XML100_2326_25,7891
XML100_2326_26,8042
XML100_2331_01,24973
XML100_2331_02,21938
XML100_2331_03,21015
XML100_2331_04,20065
XML100_2331_05,21845
XML100_2331_06,23179
XML100_2331_07,21783
XML100_2331_08,25546
XML100_2331_09,21373
XML100_2331_10,22894
XML100_2331_11,23000
XML100_2331_12,20111
XML100_2331_13,21180
XML100_2331_14,23001
XML100_2331_15,21115
XML100_2331_16,20173
XML100_2331_17,21453
XML100_2331_18,27621
XML100_2331_19,22141
XML100_2331_20,21149
XML100_2331_21,22059
XML100_2331_22,21080
XML100_2331_23,23710
XML100_2331_24,23414
XML100_2331_25,28789
XML100_2331_26,22456
XML100_2332_01,14589
XML100_2332_02,14595
XML100_2332_03,18259
XML100_2332_04,18758
XML100_2332_05,18865
XML100_2332_06,15996
XML100_2332_07,15305
XML100_2332_08,17290
XML100_2332_09,14701
XML100_2332_10,17125
XML100_2332_11,16700
XML100_2332_12,14622
XML100_2332_13,16004
XML100_2332_14,17907
XML100_2332_15,17623
XML100_2332_16,17340
XML100_2332_17,14021
XML100_2332_18,15900
XML100_2332_19,18678
XML100_2332_20,15789
XML100_2332_21,16059
XML100_2332_22,19196
XML100_2332_23,17742
XML100_2332_24,19629
XML100_2332_25,15882
XML100_2332_26,16665
XML100_2333_01,13723
XML100_2333_02,13142
XML100_2333_03,12854
XML100_2333_04,14350
XML100_2333_05,11174
XML100_2333_06,14119
XML100_2333_07,11458
XML100_2333_08,12678
XML100_2333_09,11723
XML100_2333_10,13048
XML100_2333_11,10773
XML100_2333_12,11841
XML100_2333_13,10858
XML100_2333_14,13639
XML100_2333_15,12341
XML100_2333_16,12237
XML100_2333_17,13726
XML100_2333_18,11829
XML100_2333_19,13745
XML100_2333_20,10976
XML100_2333_21,10842
XML100_2333_22,13573
XML100_2333_23,10728
XML100_2333_24,11569
XML100_2333_25,12051
XML100_2333_26,12773
XML100_2334_01,12157
XML100_2334_02,10384
XML100_2334_03,10336
XML100_2334_04,9582
XML100_2334_05,10385
XML100_2334_06,11145
XML100_2334_07,10891
XML100_2334_08,10372
XML100_2334_09,9426
XML100_2334_10,10561
XML100_2334_11,10761
XML100_2334_12,10366
XML100_2334_13,10713
XML100_2334_14,10446
XML100_2334_15,10924
XML100_2334_16,11341
XML100_2334_17,10029
XML100_2334_18,11141
XML100_2334_19,9879
XML100_2334_20,11050
XML100_2334_21,10735
XML100_2334_22,9881
XML100_2334_23,11318
XML100_2334_24,9021
XML100_2334_25,8643
XML100_2334_26,10307
XML100_2335_01,8821
XML100_2335_02,8813
XML100_2335_03,8461
XML100_2335_04,8654
XML100_2335_05,8776
XML100_2335_06,8121
XML100_2335_07,8683
XML100_2335_08,8393
XML100_2335_09,8804
XML100_2335_10,9564
XML100_2335_11,8606
XML100_2335_12,9415
XML100_2335_13,9208
XML100_2335_14,8672
XML100_2335_15,9024
XML100_2335_16,8352
XML100_2335_17,8337
XML100_2335_18,10077
XML100_2335_19,9377
XML100_2335_20,8888
XML100_2335_21,9767
XML100_2335_22,8427
XML100_2335_23,9703
XML100_2335_24,9023
XML100_2335_25,8484
XML100_2335_26,8990
XML100_2336_01,7907
XML100_2336_02,7693
XML100_2336_03,8107
XML100_2336_04,8147
XML100_2336_05,7797
XML100_2336_06,7847
XML100_2336_07,7941
XML100_2336_08,7611
XML100_2336_09,7999
XML100_2336_10,7945
XML100_2336_11,7903
XML100_2336_12,8710
XML100_2336_13,7608
XML100_2336_14,7830
XML100_2336_15,7737
XML100_2336_16,7347
XML100_2336_17,6869
XML100_2336_18,7622
XML100_2336_19,7386
XML100_2336_20,7914
XML100_2336_21,7804
XML100_2336_22,7606
XML100_2336_23,7290
XML100_2336_24,8039
XML100_2336_25,8081
XML100_2336_26,7465
XML100_2341_01,30181
XML100_2341_02,24506
XML100_2341_03,19793
XML100_2341_04,25638
XML100_2341_05,22474
XML100_2341_06,24936
XML100_2341_07,21284
XML100_2341_08,24134
XML100_2341_09,23143
XML100_2341_10,30371
XML100_2341_11,24676
XML100_2341_12,24123
XML100_2341_13,26829
XML100_2341_14,21226
XML100_2341_15,29031
XML100_2341_16,23908
XML100_2341_17,29082
XML100_2341_18,26875
XML100_2341_19,22394
XML100_2341_20,17625
XML100_2341_21,21252
XML100_2341_22,23732
XML100_2341_23,20191
XML100_2341_24,21691
XML100_2341_25,27394
XML100_2341_26,30559
XML100_2342_01,18137
XML100_2342_02,18637
XML100_2342_03,16056
XML100_2342_04,17333
XML100_2342_05,16130
XML100_2342_06,16453
XML100_2342_07,13264
XML100_2342_08,17547
XML100_2342_09,22093
XML100_2342_10,18613
XML100_2342_11,14870
XML100_2342_12,15755
XML100_2342_13,16371
XML100_2342_14,15018
XML100_2342_15,19989
XML100_2342_16,16694
XML100_2342_17,18481
XML100_2342_18,20327
XML100_2342_19,14942
XML100_2342_20,18682
XML100_2342_21,19317
XML100_2342_22,13463
XML100_2342_23,17205
XML100_2342_24,17144
XML100_2342_25,15290
XML100_2342_26,17805
XML100_2343_01,13961
XML100_2343_02,12157
XML100_2343_03,12492
XML100_2343_04,12026
XML100_2343_05,11252
XML100_2343_06,11834
XML100_2343_07,14368
XML100_2343_08,12662
XML100_2343_09,11831
XML100_2343_10,11260
XML100_2343_11,13351
XML100_2343_12,11130
XML100_2343_13,11664
XML100_2343_14,11986
XML100_2343_15,13034
XML100_2343_16,12133
XML100_2343_17,13089
XML100_2343_18,14302
XML100_2343_19,14263
XML100_2343_20,13871
XML100_2343_21,12117
XML100_2343_22,11250
XML100_2343_23,11973
XML100_2343_24,11610
XML100_2343_25,13789
XML100_2343_26,12783
XML100_2344_01,10299
XML100_2344_02,11252
XML100_2344_03,11111
XML100_2344_04,9915
XML100_2344_05,10323
XML100_2344_06,10269
XML100_2344_07,10262
XML100_2344_08,11017
XML100_2344_09,9759
XML100_2344_10,10363
XML100_2344_11,11136
XML100_2344_12,10961
XML100_2344_13,11633
XML100_2344_14,10239
XML100_2344_15,10522
XML100_2344_16,10546
XML100_2344_17,10046
XML100_2344_18,10176
XML100_2344_19,10592
XML100_2344_20,9773
XML100_2344_21,9378
XML100_2344_22,9627
XML100_2344_23,10469
XML100_2344_24,10554
XML100_2344_25,9437
XML100_2344_26,10710
XML100_2345_01,9596
XML100_2345_02,9675
XML100_2345_03,9764
XML100_2345_04,9974
XML100_2345_05,9888
XML100_2345_06,8990
XML100_2345_07,9242
XML100_2345_08,9565
XML100_2345_09,9139
XML100_2345_10,9526
XML100_2345_11,8964
XML100_2345_12,9807
XML100_2345_13,9367
XML100_2345_14,8781
XML100_2345_15,9185
XML100_2345_16,9356
XML100_2345_17,8075
XML100_2345_18,9303
XML100_2345_19,8958
XML100_2345_20,9600
XML100_2345_21,8999
XML100_2345_22,10037
XML100_2345_23,10111
XML100_2345_24,8719
XML100_2345_25,8820
XML100_2345_26,8794
XML100_2346_01,7680
XML100_2346_02,7417
XML100_2346_03,8433
XML100_2346_04,7774
XML100_2346_05,8220
XML100_2346_06,8134
XML100_2346_07,7329
XML100_2346_08,8079
XML100_2346_09,7922
XML100_2346_10,7928
XML100_2346_11,7654
XML100_2346_12,7958
XML100_2346_13,8575
XML100_2346_14,7783
XML100_2346_15,7535
XML100_2346_16,7715
XML100_2346_17,7792
XML100_2346_18,7931
XML100_2346_19,8300
XML100_2346_20,7709
XML100_2346_21,7565
XML100_2346_22,8068
XML100_2346_23,8372
XML100_2346_24,7783
XML100_2346_25,7725
XML100_2346_26,7524
XML100_2351_01,24364
XML100_2351_02,22862
XML100_2351_03,26605
XML100_2351_04,21264
XML100_2351_05,22852
XML100_2351_06,25640
XML100_2351_07,19799
XML100_2351_08,24648
XML100_2351_09,27887
XML100_2351_10,24987
XML100_2351_11,25523
XML100_2351_12,22095
XML100_2351_13,20399
XML100_2351_14,24997
XML100_2351_15,22374
XML100_2351_16,23311
XML100_2351_17,20816
XML100_2351_18,23772
XML100_2351_19,28924
XML100_2351_20,22715
XML100_2351_21,28578
XML100_2351_22,22451
XML100_2351_23,20957
XML100_2351_24,25078
XML100_2351_25,23789
XML100_2351_26,32978
XML100_2352_01,17237
XML100_2352_02,20166
XML100_2352_03,16219
XML100_2352_04,19305
XML100_2352_05,18768
XML100_2352_06,13461
XML100_2352_07,17772
XML100_2352_08,17701
XML100_2352_09,21340
XML100_2352_10,16145
XML100_2352_11,14426
XML100_2352_12,15598
XML100_2352_13,15840
XML100_2352_14,15811
XML100_2352_15,18109
